"name","skewness","kurtosis","entropy","sd","filename"
"DF_DIS_VX25",-0.29781806810554,0.0202664172705463,7.28247392753578,3.19910905941254,"DF_DIS_VX25"
"DF_DIS_VX26a",-0.989761157717172,0.250830054506149,6.99730127097937,3.02292805794096,"DF_DIS_VX26a"
"DF_DIS_VX27",-0.640681277104335,-0.123999242950093,7.18690943985905,3.62794161813368,"DF_DIS_VX27"
"DF_DIS_VX28",-1.98211155216821,4.73559770335983,6.53258044712973,2.56607586023317,"DF_DIS_VX28"
"DF_DIS_VX29",-0.923674994779004,1.17646845007489,7.04037237239395,4.05058632983477,"DF_DIS_VX29"
"DF_DIS_VX2b",-1.09972785230509,1.36522967222823,6.66916696531104,2.63843636455293,"DF_DIS_VX2b"
"DF_DIS_VX30",0.828019563903316,1.98698846788847,6.38146542975637,1.52126169480049,"DF_DIS_VX30"
"DF_DIS_VX3a",-0.0671321200846643,-0.726182122690584,6.19280427535858,3.04472876859637,"DF_DIS_VX3a"
"DF_DIS_VX4b",-2.61180118325793,7.11063863529333,6.88251156406932,2.63617068389771,"DF_DIS_VX4b"
"DF_DIS_VX5",-0.788811713377276,1.5187375730363,7.8731539740379,2.57208529945495,"DF_DIS_VX5"
"DF_DIS_VX6a",-1.23677428252169,2.0695239217111,6.85966751546437,2.96495288430938,"DF_DIS_VX6a"
"DF_DIS_VX7a",-0.04155344105938,-1.18636792732897,6.4178943851733,3.89359950609197,"DF_DIS_VX7a"
"DF_DIS_VX8a",-0.659963317194146,-0.323261820529762,6.7705401967877,3.419094481257,"DF_DIS_VX8a"
"DF_DIS_VX9",-1.27644855658153,1.58106938698501,7.44657742197993,3.22507288957134,"DF_DIS_VX9"
"DF_FER_VX10a",0.0623294252966903,-0.309371698659814,6.54972809715436,1.80091174346763,"DF_FER_VX10a"
"DF_FER_VX11",-0.762504906654031,-0.140546907222787,6.34769721377042,2.54656515365095,"DF_FER_VX11"
"DF_FER_VX12a",-0.485558451755121,-0.0982903653177461,6.43577326056114,2.27714581961159,"DF_FER_VX12a"
"DF_FER_VX13a",-1.95912122356149,5.76185744605246,6.46800595398909,2.3900639558779,"DF_FER_VX13a"
"DF_FER_VX14",-0.839176197506741,1.41262005434781,6.2233507583232,2.05329931268563,"DF_FER_VX14"
"DF_FER_VX15",-0.455113495279352,-0.544794234860065,6.58503518342053,2.99187465853019,"DF_FER_VX15"
"DF_FER_VX16b",-0.0957747119853468,-0.422364473190768,6.16035487147987,2.15629534129747,"DF_FER_VX16b"
"DF_FER_VX17",-0.539557573434128,-0.707020420975288,6.11976572049337,2.61055300885547,"DF_FER_VX17"
"DF_FER_VX18a",-0.704384883123457,-0.0496955548477584,6.34476354343322,3.05253683940429,"DF_FER_VX18a"
"DF_FER_VX19",-1.21958675100169,1.65261382000747,6.34650406200664,2.75346655545944,"DF_FER_VX19"
"DF_FER_VX1b",-0.129643718127343,-0.261114471826697,6.13944718978751,2.62732890408757,"DF_FER_VX1b"
"DF_FER_VX20b",0.0849332736462328,0.704869625041765,6.5896674584739,2.28254645625171,"DF_FER_VX20b"
"DF_FER_VX21a",-0.195256485125738,0.00903864706127441,6.29880721554478,1.70530600305746,"DF_FER_VX21a"
"DF_FER_VX22",-0.894579402473104,0.311756791982102,6.23414787152733,2.80283281567604,"DF_FER_VX22"
"DF_FER_VX23a",0.0636395304290805,-0.465009943978474,6.45556921045648,1.44606423178239,"DF_FER_VX23a"
"DF_FER_VX24a",0.000299862107555407,-0.30249302380482,6.61050422729807,1.45062831995594,"DF_FER_VX24a"
"DF_FER_VX25",-0.80562284717238,0.297116909328011,6.46616631430111,2.29848516329617,"DF_FER_VX25"
"DF_FER_VX26",-0.416052548803067,-0.0857890717423396,6.35194755439373,1.93439453124071,"DF_FER_VX26"
"DF_FER_VX27b",-1.43053855208753,2.30592285218996,6.60865165041062,2.11719418352537,"DF_FER_VX27b"
"DF_FER_VX28c",-0.656395768842262,-0.297883486332318,6.35099890387046,2.1817758044513,"DF_FER_VX28c"
"DF_FER_VX29",-1.14429506925203,1.77724482284473,6.48016992996353,2.80916803138494,"DF_FER_VX29"
"DF_FER_VX2a",-1.11435399639378,0.25362286576073,6.72600204663369,3.30214390735576,"DF_FER_VX2a"
"DF_FER_VX30a",-0.188898105964612,-0.275408135175634,6.51687286664026,2.04542957672684,"DF_FER_VX30a"
"DF_FER_VX3a",-0.910951539663458,0.308686229126362,5.84861989287364,2.58094779693407,"DF_FER_VX3a"
"DF_FER_VX4a",-0.987903913213717,0.149922793858006,6.4479256472601,2.62939552932038,"DF_FER_VX4a"
"DF_FER_VX5",0.175683450626522,-0.475832544474351,7.1113995965273,2.26242475772184,"DF_FER_VX5"
"DF_FER_VX6b",-0.471866893072187,-0.275673709805081,6.34437712549318,2.81459032455548,"DF_FER_VX6b"
"DF_FER_VX7a",-0.5298663442884,-0.677616113707378,6.2485483772329,3.30252675383385,"DF_FER_VX7a"
"DF_FER_VX8a",-0.576767481323805,-0.394380951844734,6.37168594502065,3.29247705274936,"DF_FER_VX8a"
"DF_FER_VX9a",-0.727743566413584,0.415730486172303,6.71223548253355,3.19776266118715,"DF_FER_VX9a"
"DF_HAP_VX10b",0.0970830308185422,-0.141818576194832,6.87008408239752,1.72591046722568,"DF_HAP_VX10b"
"DF_HAP_VX11b",-0.111986483382412,-0.880868856392974,6.7718355526993,3.1697948824241,"DF_HAP_VX11b"
"DF_HAP_VX12",-0.0876775126796203,-1.02353193676744,6.65133018088809,2.90713792798165,"DF_HAP_VX12"
"DF_HAP_VX13a",-0.213618778501606,-1.43322408775922,6.70472153000824,3.08805372612248,"DF_HAP_VX13a"
"DF_HAP_VX14a",-1.6625209823667,2.7227264714383,6.53737524767967,2.34857131799073,"DF_HAP_VX14a"
"DF_HAP_VX15a",-0.241011342519712,-0.979185816662027,6.44601446967936,2.41207542581676,"DF_HAP_VX15a"
"DF_HAP_VX16a",0.360317415447483,-0.181036818114627,6.34742728123782,2.31536806706879,"DF_HAP_VX16a"
"DF_HAP_VX17",-0.282997646930772,-0.721768118451951,6.51026230701054,2.77849700291237,"DF_HAP_VX17"
"DF_HAP_VX18b",0.169551660077665,-1.46169604340752,6.04471191413848,3.12101897371967,"DF_HAP_VX18b"
"DF_HAP_VX19a",0.348813240899175,-1.09175048535739,6.67005902057457,2.5111605348627,"DF_HAP_VX19a"
"DF_HAP_VX1c",-0.605051651691544,1.25170447111663,6.0362176458619,2.49835106886995,"DF_HAP_VX1c"
"DF_HAP_VX20a",0.346306013949794,-0.0697955242090346,6.75835033859432,2.14144668580488,"DF_HAP_VX20a"
"DF_HAP_VX21a",0.151709609697279,0.921476622692728,6.61786207934312,1.60737482064646,"DF_HAP_VX21a"
"DF_HAP_VX22a",-0.152210235554493,-0.936418831463549,6.63598310409155,2.36671555962518,"DF_HAP_VX22a"
"DF_HAP_VX23b",-0.917017288330166,-0.694209650933989,6.66898223890699,2.99346376632452,"DF_HAP_VX23b"
"DF_HAP_VX24b",0.150793204167433,-0.770113867759579,6.97282475999301,2.5126210544974,"DF_HAP_VX24b"
"DF_HAP_VX25",0.129416801988801,-1.3058959706361,6.67642221201037,2.38607227539072,"DF_HAP_VX25"
"DF_HAP_VX26a",0.0810013500017235,-1.0513967754953,6.83071460156866,2.51375305252416,"DF_HAP_VX26a"
"DF_HAP_VX27b",-0.433614951456029,-1.14634528728799,6.77902008013884,2.86591922412499,"DF_HAP_VX27b"
"DF_HAP_VX28",-0.590206137791253,-0.579841722879283,6.57532784160758,2.39998078913595,"DF_HAP_VX28"
"DF_HAP_VX29",-0.271495729094742,-0.798650365906867,6.78474496810969,2.75800791715501,"DF_HAP_VX29"
"DF_HAP_VX2a",-0.757817686338812,-0.219913275555555,6.50014341685872,2.09719451512051,"DF_HAP_VX2a"
"DF_HAP_VX30",0.0140906923152255,-0.741539383290935,6.6398860825942,2.05679207124056,"DF_HAP_VX30"
"DF_HAP_VX3b",-0.33678509152864,-0.596553222724771,6.49343190435394,2.87194484802659,"DF_HAP_VX3b"
"DF_HAP_VX4b",0.0673552565944565,-0.560725802625691,6.83784310106779,3.04733447484624,"DF_HAP_VX4b"
"DF_HAP_VX5b",-0.181799849537786,-1.21442019749655,7.2047218976719,3.14336943429041,"DF_HAP_VX5b"
"DF_HAP_VX6a",-0.312239363442084,-0.853333712856233,6.98066873501897,3.35593842815887,"DF_HAP_VX6a"
"DF_HAP_VX7a",0.0412352559857169,-1.17506839567716,6.58229610566447,2.61706475906706,"DF_HAP_VX7a"
"DF_HAP_VX8b",-0.0342857294469936,-0.637141925227279,6.71001443617493,2.46218803895565,"DF_HAP_VX8b"
"DF_HAP_VX9c",-0.503526347407856,-0.575376399889407,7.09584167740898,2.78700357152701,"DF_HAP_VX9c"
"DF_NEU_VX10a",-0.0991113839082855,0.851846323254359,6.59323184220039,1.63975562770116,"DF_NEU_VX10a"
"DF_NEU_VX11g",0.261097421836704,-0.521217045973335,6.2736704131303,2.14799623374514,"DF_NEU_VX11g"
"DF_NEU_VX12c",0.584588957553139,0.253114440523696,6.46847371509937,1.7834228097464,"DF_NEU_VX12c"
"DF_NEU_VX13b",-0.708421908255759,0.0660226931570127,6.5194114113131,1.48037175726815,"DF_NEU_VX13b"
"DF_NEU_VX14",-0.231859519599579,-0.696399616245324,6.2630109591929,1.6372698829918,"DF_NEU_VX14"
"DF_NEU_VX15",-0.0544341867211297,-0.490263576718574,6.40429992439218,2.24521707942309,"DF_NEU_VX15"
"DF_NEU_VX16",-0.239836091689176,-0.70836519977159,6.39921151218253,2.27033025641028,"DF_NEU_VX16"
"DF_NEU_VX17",-0.243903418594248,-0.843823153520267,6.28470935100317,2.0253931440783,"DF_NEU_VX17"
"DF_NEU_VX18",0.0918434837081823,-1.26345847214611,6.0656147281491,2.36865250241361,"DF_NEU_VX18"
"DF_NEU_VX19b",-0.132274987393411,-1.03277671708858,6.25563785638091,1.80384868977275,"DF_NEU_VX19b"
"DF_NEU_VX1c",-0.0412071509434495,1.75552097347078,5.57594769093831,1.2863387684722,"DF_NEU_VX1c"
"DF_NEU_VX20d",-0.358503256593971,-0.129167398308528,6.51033245465458,1.93803763206137,"DF_NEU_VX20d"
"DF_NEU_VX21",-0.0888543502774158,-0.707957537254375,6.37566813841088,1.59829845079916,"DF_NEU_VX21"
"DF_NEU_VX22",-0.771070600707292,0.150015177043178,6.41718489778144,1.84169715955199,"DF_NEU_VX22"
"DF_NEU_VX23",-0.828133987116849,-0.199334283286883,6.58400881124879,1.45552316869142,"DF_NEU_VX23"
"DF_NEU_VX24b",0.381113830654762,-0.378414121084107,6.37450039908335,1.38117323294334,"DF_NEU_VX24b"
"DF_NEU_VX25",0.281867078939508,-0.757449300796805,6.59490497522298,1.5588629274603,"DF_NEU_VX25"
"DF_NEU_VX26a",-0.497236531351965,-0.714682459903966,6.59410461722818,1.54188135011352,"DF_NEU_VX26a"
"DF_NEU_VX27",-0.144501780466374,-0.355623713883098,6.77452511123268,1.64529420337221,"DF_NEU_VX27"
"DF_NEU_VX28a",-0.019194121762694,-0.0448185137713944,6.48766092990125,1.48859983431965,"DF_NEU_VX28a"
"DF_NEU_VX29a",-0.666591517839424,0.0499868159162362,6.48700611643503,1.5333754739454,"DF_NEU_VX29a"
"DF_NEU_VX2k",-0.241329050718532,-1.13386824708746,6.43067743061708,2.11954149561149,"DF_NEU_VX2k"
"DF_NEU_VX3",-0.177557922365145,-1.24086055753696,5.98377060957224,1.45736657575839,"DF_NEU_VX3"
"DF_NEU_VX30",-0.150323727162857,-0.300985546353813,6.47069603726912,1.62604634557545,"DF_NEU_VX30"
"DF_NEU_VX4c",-0.149611881195732,-1.14584238752453,6.38379243001227,1.87482386941592,"DF_NEU_VX4c"
"DF_NEU_VX5",0.344489266971139,-0.697875269713912,7.29298682266503,1.76957762726649,"DF_NEU_VX5"
"DF_NEU_VX6c",-0.269438884317971,-1.08498506566077,6.47945612194344,2.05436154055294,"DF_NEU_VX6c"
"DF_NEU_VX7c",0.332568329825535,-0.977900921920161,6.15173692027469,2.18471611760992,"DF_NEU_VX7c"
"DF_NEU_VX8",-0.0983894411331772,-1.29331762311575,6.42865590631009,2.05861118145225,"DF_NEU_VX8"
"DF_NEU_VX9",0.00770431308264063,-0.343694511078939,6.63810297051242,1.71288646734157,"DF_NEU_VX9"
"DF_SAD_VX10a",-0.979914652771074,1.22097326877943,6.55140963485149,2.22402928571232,"DF_SAD_VX10a"
"DF_SAD_VX11",-1.09640305957776,0.600566058678165,6.12740964762004,2.9283105996223,"DF_SAD_VX11"
"DF_SAD_VX12",-0.154105944024835,0.0624580152330886,5.92910525761955,3.42905471548294,"DF_SAD_VX12"
"DF_SAD_VX13",0.525435298374249,-0.343134956016221,6.20078770832775,2.94618998681985,"DF_SAD_VX13"
"DF_SAD_VX14a",-2.78630782704005,9.88787180384299,6.30736233891077,2.76930751368426,"DF_SAD_VX14a"
"DF_SAD_VX15b",-0.585066751096938,-0.729584203786171,5.58965221738849,2.5000858777238,"DF_SAD_VX15b"
"DF_SAD_VX16b",0.154237569333021,0.0140925584062056,5.83305894579202,1.87066448097931,"DF_SAD_VX16b"
"DF_SAD_VX17a",0.310851458575124,0.132281781594951,5.84449722598702,4.76443265450456,"DF_SAD_VX17a"
"DF_SAD_VX18a",-0.762242713394626,0.711010108480076,5.46571122820223,2.82095264638837,"DF_SAD_VX18a"
"DF_SAD_VX19a",0.394740292296718,-0.796887886738949,6.30102264611401,2.10480129222036,"DF_SAD_VX19a"
"DF_SAD_VX1a",-1.35805362231621,0.719347036484822,5.82943039462796,2.99412139155394,"DF_SAD_VX1a"
"DF_SAD_VX20a",-0.229430441513604,-0.190641778280199,6.92264889367728,2.43584837855331,"DF_SAD_VX20a"
"DF_SAD_VX21",-0.538994082844084,-0.821329092710179,5.92782861430342,2.23871579850115,"DF_SAD_VX21"
"DF_SAD_VX22b",-0.107261713397394,-1.0054921095884,6.36811646038509,2.28868509543878,"DF_SAD_VX22b"
"DF_SAD_VX23a",-0.448673169464599,-1.3357943383878,6.12762760678127,2.90369025434275,"DF_SAD_VX23a"
"DF_SAD_VX24b",0.0838842766654091,-0.973721425748391,6.34156441726864,2.41847509184077,"DF_SAD_VX24b"
"DF_SAD_VX25a",-0.221566996153053,-0.590585160363011,6.48031377425789,3.02289138190287,"DF_SAD_VX25a"
"DF_SAD_VX26",0.0237465191650886,-0.987696786897316,6.46243419721587,4.80515360612928,"DF_SAD_VX26"
"DF_SAD_VX27",-0.450061077916832,-0.966186703647514,6.29881006606003,2.6955355944716,"DF_SAD_VX27"
"DF_SAD_VX28",-0.721804346882221,2.64316224674883,6.19904426475106,3.22939284809756,"DF_SAD_VX28"
"DF_SAD_VX29a",-1.24288674023698,2.29838513332304,6.34250618318224,2.8850715735853,"DF_SAD_VX29a"
"DF_SAD_VX2a",-0.497863278052684,-0.763026595055269,6.25695135994591,3.6784408587531,"DF_SAD_VX2a"
"DF_SAD_VX30",-0.590514265536902,-0.122640730277747,5.86723390078955,2.77301354253422,"DF_SAD_VX30"
"DF_SAD_VX3a",0.683918205781044,-0.625149911521493,5.36067434359417,5.25829541925836,"DF_SAD_VX3a"
"DF_SAD_VX4",-1.1067668280756,1.24134953010621,6.70030836124264,3.90182915694578,"DF_SAD_VX4"
"DF_SAD_VX5a",0.584970531038667,0.308730528322094,7.05396312509431,1.786049184213,"DF_SAD_VX5a"
"DF_SAD_VX6",0.205502558946398,-0.924514726688965,6.75676236793047,2.30263259508204,"DF_SAD_VX6"
"DF_SAD_VX7b",-0.136214877521766,0.0177739602304589,6.06022236765511,2.44698477449042,"DF_SAD_VX7b"
"DF_SAD_VX8a",0.0421486258623469,-1.36855360262331,6.27033160149193,3.31482032855991,"DF_SAD_VX8a"
"DF_SAD_VX9c",0.0923013333347634,0.419556319782326,6.62361968080989,2.11138171298367,"DF_SAD_VX9c"
"DF_SUR_VX1",-0.532457919671118,-0.777537700214715,5.97095148825167,5.91319073401768,"DF_SUR_VX1"
"DF_SUR_VX10a",0.0711653647791541,-0.70714680581326,6.46759205223778,4.52794664925943,"DF_SUR_VX10a"
"DF_SUR_VX11a",0.0890415573531303,-0.81845602429708,6.48543280246376,4.63765532155839,"DF_SUR_VX11a"
"DF_SUR_VX12b",-0.584412118099188,-0.568091420455488,6.78313707138814,3.19970088525351,"DF_SUR_VX12b"
"DF_SUR_VX13",-0.671069340623664,-0.342011081789484,6.92865331231492,5.53262948957341,"DF_SUR_VX13"
"DF_SUR_VX14a",-0.233113632430941,-1.00368240513735,6.01817106636702,4.81308848057367,"DF_SUR_VX14a"
"DF_SUR_VX15a",0.583599269964956,-0.459206475877605,6.45280311738097,4.81820414816729,"DF_SUR_VX15a"
"DF_SUR_VX16",-0.753946376020247,0.500011249735351,6.23473052209934,5.57163557243666,"DF_SUR_VX16"
"DF_SUR_VX17",-1.52944047534848,2.78053379809587,6.30783924081352,5.69072200252651,"DF_SUR_VX17"
"DF_SUR_VX18",-0.697657947974989,-0.605152445468015,6.04222231246317,5.58951131949058,"DF_SUR_VX18"
"DF_SUR_VX19",-0.0135977411694757,-0.898695901979236,6.49616784288376,6.11470995710571,"DF_SUR_VX19"
"DF_SUR_VX2",-0.0340091773194552,-0.802469267316239,6.694089251317,5.87841758293739,"DF_SUR_VX2"
"DF_SUR_VX20b",-0.426935148451142,-1.28730340630494,6.32225825263668,4.60918456778243,"DF_SUR_VX20b"
"DF_SUR_VX21",0.159388673392786,-1.28089583769133,6.56896695048199,3.58894785042441,"DF_SUR_VX21"
"DF_SUR_VX22",-0.130248285908469,-1.13095002683859,6.2471046185531,5.79790320650878,"DF_SUR_VX22"
"DF_SUR_VX23",-0.0847391184067166,-0.602526844854821,6.3932819257151,5.47356780069995,"DF_SUR_VX23"
"DF_SUR_VX24",-0.398487182142054,0.150346888390915,6.62568072002031,4.17225278953627,"DF_SUR_VX24"
"DF_SUR_VX25",-0.384822229093336,-0.609379634647779,6.51616070216493,4.79157404492953,"DF_SUR_VX25"
"DF_SUR_VX26a",-0.320815991482215,-0.530270053013147,6.46894438322826,4.79936554620913,"DF_SUR_VX26a"
"DF_SUR_VX27",0.449000840881955,-0.065172699059124,6.93298834984911,3.08220262305632,"DF_SUR_VX27"
"DF_SUR_VX28a",-0.125269350875809,-1.15647500319536,6.3510275842517,4.97185380622341,"DF_SUR_VX28a"
"DF_SUR_VX29a",-0.345041821069038,0.859298229959889,6.35955333006547,5.58249908428338,"DF_SUR_VX29a"
"DF_SUR_VX3",-0.0834805550745888,-0.966650545069363,6.15742780116792,8.32467057792128,"DF_SUR_VX3"
"DF_SUR_VX30a",-0.274724682365391,-1.29811467462477,5.87523454834979,8.10769162991371,"DF_SUR_VX30a"
"DF_SUR_VX4",-0.749504989864075,0.106604085126787,6.4389360349663,6.09249448782177,"DF_SUR_VX4"
"DF_SUR_VX5a",-0.566861322623306,-0.307071755929761,7.38161302170219,3.59073006012518,"DF_SUR_VX5a"
"DF_SUR_VX6",-0.586627779928899,-0.935080885505218,6.10402476624596,7.92221775626228,"DF_SUR_VX6"
"DF_SUR_VX7b",-0.0208087175071569,-1.42763556651977,6.00967817743808,7.15925988971146,"DF_SUR_VX7b"
"DF_SUR_VX8a",-0.676820278080061,-0.619752506160184,6.27459765884132,8.08665123021133,"DF_SUR_VX8a"
"DF_SUR_VX9",-0.884880504581338,0.762722498744212,6.68152398985464,2.15468761501134,"DF_SUR_VX9"
"MG_ANG_VX10",0.163170029528568,-0.455602112542345,7.05356461413118,2.63043500211542,"MG_ANG_VX10"
"MG_ANG_VX11b",0.454268508336644,0.0569151423076603,6.61430787874303,2.31103951393886,"MG_ANG_VX11b"
"MG_ANG_VX12a",-0.481887817802105,-0.105226319793583,7.10430528750075,4.51406304863693,"MG_ANG_VX12a"
"MG_ANG_VX13a",-0.158769674140072,-1.21804651515119,7.12430770411729,3.3286802993502,"MG_ANG_VX13a"
"MG_ANG_VX14a",0.700340504464139,-0.578023306082168,6.38867982214898,3.16280015676721,"MG_ANG_VX14a"
"MG_ANG_VX15a",-0.193197943621455,-0.186723441598111,6.73880261029499,2.78977878164543,"MG_ANG_VX15a"
"MG_ANG_VX16a",-1.05038539412475,0.172794408888064,6.59573827096015,5.05255012520137,"MG_ANG_VX16a"
"MG_ANG_VX17",0.325701163823308,0.365128901146553,6.58530052730161,3.72839477185727,"MG_ANG_VX17"
"MG_ANG_VX18a",-0.027777588457824,-0.569057873740265,6.49586231895869,4.25167122956873,"MG_ANG_VX18a"
"MG_ANG_VX19b",-1.25278612042238,3.55426390615148,6.59108014666724,3.14571669548554,"MG_ANG_VX19b"
"MG_ANG_VX1b",-1.07685286913794,0.632840801457928,6.61984393742073,4.45391268121112,"MG_ANG_VX1b"
"MG_ANG_VX2",-0.813772905737309,0.0709096614994575,7.23654876281832,3.32579477969636,"MG_ANG_VX2"
"MG_ANG_VX20",-0.333778377014059,-0.0955928482626828,6.82314499105922,3.63274267242645,"MG_ANG_VX20"
"MG_ANG_VX21a",-0.208004399566053,-0.145606925910999,6.80085598851374,2.38070844481256,"MG_ANG_VX21a"
"MG_ANG_VX22a",-1.04145796778233,0.792806303970939,6.71105379448751,5.60428029832871,"MG_ANG_VX22a"
"MG_ANG_VX23",-0.213294160054718,-0.84347634367849,6.87208444468557,2.44272371182114,"MG_ANG_VX23"
"MG_ANG_VX24",-0.0190440616708829,-0.349049179256773,6.87143122987645,2.94974213383636,"MG_ANG_VX24"
"MG_ANG_VX25a",-0.712974348709569,0.186471995309412,6.99846996226312,2.73801830295999,"MG_ANG_VX25a"
"MG_ANG_VX26",-0.315747611513131,0.211446260160079,6.98767855640505,3.58918564109097,"MG_ANG_VX26"
"MG_ANG_VX27",-0.677971233990768,0.990190134435564,6.97501826183094,3.25497239488437,"MG_ANG_VX27"
"MG_ANG_VX28",-0.578003930043132,-0.120386199198029,6.90229042070503,2.75896010365098,"MG_ANG_VX28"
"MG_ANG_VX29a",-0.956208106259778,1.9993598375117,6.95130541675786,3.45460331292023,"MG_ANG_VX29a"
"MG_ANG_VX3",-0.312906268262293,-0.82789580464667,6.26928948809388,5.33412177618264,"MG_ANG_VX3"
"MG_ANG_VX30a",-0.37369012936495,0.654153761840617,6.52630178590429,5.24727829445958,"MG_ANG_VX30a"
